Tanggal,Status,IpAddress,Nik
"09/18/23 07:25:00",0,"192.168.48.111","4760"
"09/18/23 07:29:00",0,"192.168.48.111","4381"
"09/18/23 09:05:00",0,"192.168.48.111","1071"
"09/18/23 10:26:00",0,"192.168.48.111","4988"
"09/18/23 10:27:00",0,"192.168.48.111","1616"
"09/18/23 10:46:00",0,"192.168.48.111","4978"
"09/18/23 10:51:00",0,"192.168.48.111","5032"
"09/18/23 11:00:00",0,"192.168.48.111","5019"
"09/18/23 11:00:00",0,"192.168.48.111","4783"
"09/18/23 11:00:00",0,"192.168.48.111","4722"
"09/18/23 11:01:00",0,"192.168.48.111","1414"
"09/18/23 11:01:00",0,"192.168.48.111","4855"
"09/18/23 11:01:00",0,"192.168.48.111","4808"
"09/18/23 11:01:00",0,"192.168.48.111","4295"
"09/18/23 11:01:00",0,"192.168.48.111","4298"
"09/18/23 11:01:00",0,"192.168.48.111","4400"
"09/18/23 11:01:00",0,"192.168.48.111","4937"
"09/18/23 11:01:00",0,"192.168.48.111","4706"
"09/18/23 11:01:00",0,"192.168.48.111","4325"
"09/18/23 11:01:00",0,"192.168.48.111","4547"
"09/18/23 11:02:00",0,"192.168.48.111","4426"
"09/18/23 11:02:00",0,"192.168.48.111","4433"
"09/18/23 11:02:00",0,"192.168.48.111","4709"
"09/18/23 11:02:00",0,"192.168.48.111","4823"
"09/18/23 11:02:00",0,"192.168.48.111","4501"
"09/18/23 11:02:00",0,"192.168.48.111","1705"
"09/18/23 11:02:00",0,"192.168.48.111","4743"
"09/18/23 11:02:00",0,"192.168.48.111","1405"
"09/18/23 11:03:00",0,"192.168.48.111","3042"
"09/18/23 11:03:00",0,"192.168.48.111","4474"
"09/18/23 11:03:00",0,"192.168.48.111","1448"
"09/18/23 11:03:00",0,"192.168.48.111","4269"
"09/18/23 11:03:00",0,"192.168.48.111","4262"
"09/18/23 11:03:00",0,"192.168.48.111","1455"
"09/18/23 11:03:00",0,"192.168.48.111","4430"
"09/18/23 11:03:00",0,"192.168.48.111","4509"
"09/18/23 11:03:00",0,"192.168.48.111","4697"
"09/18/23 11:03:00",0,"192.168.48.111","4363"
"09/18/23 11:03:00",0,"192.168.48.111","4493"
"09/18/23 11:04:00",0,"192.168.48.111","1572"
"09/18/23 11:04:00",0,"192.168.48.111","1339"
"09/18/23 11:04:00",0,"192.168.48.111","1377"
"09/18/23 11:04:00",0,"192.168.48.111","4490"
"09/18/23 11:04:00",0,"192.168.48.111","4717"
"09/18/23 11:05:00",0,"192.168.48.111","4580"
"09/18/23 11:05:00",0,"192.168.48.111","4184"
"09/18/23 11:05:00",0,"192.168.48.111","4411"
"09/18/23 11:05:00",0,"192.168.48.111","1839"
"09/18/23 11:06:00",0,"192.168.48.111","4780"
"09/18/23 11:06:00",0,"192.168.48.111","4437"
"09/18/23 11:06:00",0,"192.168.48.111","1429"
"09/18/23 11:08:00",0,"192.168.48.111","4909"
"09/18/23 11:09:00",0,"192.168.48.111","4975"
"09/18/23 11:14:00",0,"192.168.48.111","4959"
"09/18/23 11:19:00",0,"192.168.48.111","4925"
"09/18/23 11:22:00",0,"192.168.48.111","4438"
"09/18/23 11:48:00",0,"192.168.48.111","4720"
"09/18/23 11:59:00",0,"192.168.48.111","5014"
"09/19/23 05:28:00",0,"192.168.48.111","5026"
"09/19/23 05:43:00",0,"192.168.48.111","1849"
"09/19/23 05:51:00",0,"192.168.48.111","4384"
"09/19/23 06:01:00",0,"192.168.48.111","1400"
"09/19/23 06:02:00",0,"192.168.48.111","1833"
"09/19/23 06:08:00",0,"192.168.48.111","1431"
"09/19/23 06:09:00",0,"192.168.48.111","1837"
"09/19/23 06:09:00",0,"192.168.48.111","1350"
"09/19/23 06:11:00",0,"192.168.48.111","4386"
"09/19/23 06:12:00",0,"192.168.48.111","1825"
"09/19/23 06:12:00",0,"192.168.48.111","1827"
"09/19/23 06:16:00",0,"192.168.48.111","1770"
"09/19/23 06:16:00",0,"192.168.48.111","1848"
"09/19/23 06:17:00",0,"192.168.48.111","4756"
"09/19/23 06:23:00",0,"192.168.48.111","5020"
"09/19/23 06:29:00",0,"192.168.48.111","4382"
"09/19/23 06:30:00",0,"192.168.48.111","4633"
"09/19/23 06:31:00",0,"192.168.48.111","4760"
"09/19/23 06:37:00",0,"192.168.48.111","4454"
"09/19/23 06:38:00",0,"192.168.48.111","4397"
"09/19/23 06:40:00",0,"192.168.48.111","4924"
"09/19/23 06:42:00",0,"192.168.48.111","4392"
"09/19/23 06:43:00",0,"192.168.48.111","4922"
"09/19/23 06:43:00",0,"192.168.48.111","1100"
"09/19/23 06:44:00",0,"192.168.48.111","3598"
"09/19/23 06:47:00",0,"192.168.48.111","5053"
"09/19/23 06:48:00",0,"192.168.48.111","4798"
"09/19/23 06:48:00",0,"192.168.48.111","1381"
"09/19/23 06:50:00",0,"192.168.48.111","4537"
"09/19/23 06:50:00",0,"192.168.48.111","4972"
"09/19/23 06:51:00",0,"192.168.48.111","4427"
"09/19/23 06:54:00",0,"192.168.48.111","4428"
"09/19/23 06:54:00",0,"192.168.48.111","4620"
"09/19/23 06:57:00",0,"192.168.48.111","1318"
"09/19/23 06:57:00",0,"192.168.48.111","1473"
"09/19/23 07:01:00",0,"192.168.48.111","1428"
"09/19/23 07:01:00",0,"192.168.48.111","1415"
"09/19/23 07:01:00",0,"192.168.48.111","1684"
"09/19/23 07:02:00",0,"192.168.48.111","4334"
"09/19/23 07:02:00",0,"192.168.48.111","1424"
"09/19/23 07:02:00",0,"192.168.48.111","4988"
"09/19/23 07:03:00",0,"192.168.48.111","4574"
"09/19/23 07:04:00",0,"192.168.48.111","4738"
"09/19/23 07:05:00",0,"192.168.48.111","4685"
"09/19/23 07:05:00",0,"192.168.48.111","4719"
"09/19/23 07:05:00",0,"192.168.48.111","4936"
"09/19/23 07:06:00",0,"192.168.48.111","4891"
"09/19/23 07:06:00",0,"192.168.48.111","4978"
"09/19/23 07:09:00",0,"192.168.48.111","1588"
"09/19/23 07:09:00",0,"192.168.48.111","4724"
"09/19/23 07:10:00",0,"192.168.48.111","1479"
"09/19/23 07:10:00",0,"192.168.48.111","1706"
"09/19/23 07:10:00",0,"192.168.48.111","4841"
"09/19/23 07:11:00",0,"192.168.48.111","4323"
"09/19/23 07:12:00",0,"192.168.48.111","5029"
"09/19/23 07:14:00",0,"192.168.48.111","4987"
"09/19/23 07:15:00",0,"192.168.48.111","4703"
"09/19/23 07:17:00",0,"192.168.48.111","4769"
"09/19/23 07:21:00",0,"192.168.48.111","4408"
"09/19/23 07:22:00",0,"192.168.48.111","3842"
"09/19/23 07:22:00",0,"192.168.48.111","4389"
"09/19/23 07:24:00",0,"192.168.48.111","4935"
"09/19/23 07:26:00",0,"192.168.48.111","4906"
"09/19/23 07:26:00",0,"192.168.48.111","4977"
"09/19/23 07:27:00",0,"192.168.48.111","4795"
"09/19/23 07:31:00",0,"192.168.48.111","4489"
"09/19/23 07:32:00",0,"192.168.48.111","3047"
"09/19/23 07:35:00",0,"192.168.48.111","4796"
"09/19/23 07:35:00",0,"192.168.48.111","1439"
"09/19/23 07:37:00",0,"192.168.48.111","1408"
"09/19/23 07:38:00",0,"192.168.48.111","1223"
"09/19/23 07:39:00",0,"192.168.48.111","4375"
"09/19/23 07:41:00",0,"192.168.48.111","4895"
"09/19/23 07:43:00",0,"192.168.48.111","7047"
"09/19/23 07:45:00",0,"192.168.48.111","4530"
"09/19/23 07:45:00",0,"192.168.48.111","4369"
"09/19/23 07:45:00",0,"192.168.48.111","4452"
"09/19/23 07:46:00",0,"192.168.48.111","4898"
"09/19/23 07:48:00",0,"192.168.48.111","1852"
"09/19/23 07:48:00",0,"192.168.48.111","3005"
"09/19/23 07:51:00",0,"192.168.48.111","1535"
"09/19/23 07:53:00",0,"192.168.48.111","4806"
"09/19/23 07:54:00",0,"192.168.48.111","4867"
"09/19/23 07:55:00",0,"192.168.48.111","4200"
"09/19/23 07:56:00",0,"192.168.48.111","5048"
"09/19/23 07:57:00",0,"192.168.48.111","4667"
"09/19/23 07:58:00",0,"192.168.48.111","4976"
"09/19/23 08:00:00",0,"192.168.48.111","4342"
"09/19/23 08:21:00",0,"192.168.48.111","4966"
"09/19/23 09:00:00",0,"192.168.48.111","4979"
"09/19/23 02:02:00",0,"192.168.48.111","4268"
"09/19/23 02:05:00",0,"192.168.48.111","1363"
"09/19/23 02:20:00",0,"192.168.48.111","4657"
"09/19/23 02:20:00",0,"192.168.48.111","4866"
"09/19/23 02:27:00",0,"192.168.48.111","4709"
"09/19/23 02:28:00",0,"192.168.48.111","4678"
"09/19/23 02:28:00",0,"192.168.48.111","4735"
"09/19/23 02:29:00",0,"192.168.48.111","4534"
"09/19/23 02:29:00",0,"192.168.48.111","4590"
"09/19/23 02:42:00",0,"192.168.48.111","4811"
"09/19/23 02:42:00",0,"192.168.48.111","4463"
"09/19/23 02:45:00",0,"192.168.48.111","1419"
"09/19/23 02:46:00",0,"192.168.48.111","1407"
"09/19/23 02:56:00",0,"192.168.48.111","4975"
"09/19/23 02:59:00",0,"192.168.48.111","4751"
"09/19/23 03:00:00",0,"192.168.48.111","4927"
"09/19/23 03:01:00",0,"192.168.48.111","4473"
"09/19/23 03:01:00",0,"192.168.48.111","4756"
"09/19/23 03:01:00",0,"192.168.48.111","4353"
"09/19/23 03:01:00",0,"192.168.48.111","1384"
"09/19/23 03:01:00",0,"192.168.48.111","4830"
"09/19/23 03:02:00",0,"192.168.48.111","4824"
"09/19/23 03:02:00",0,"192.168.48.111","4922"
"09/19/23 03:02:00",0,"192.168.48.111","5020"
"09/19/23 03:02:00",0,"192.168.48.111","4986"
"09/19/23 03:02:00",0,"192.168.48.111","4852"
"09/19/23 03:02:00",0,"192.168.48.111","4599"
"09/19/23 03:03:00",0,"192.168.48.111","4633"
"09/19/23 03:03:00",0,"192.168.48.111","4451"
"09/19/23 03:04:00",0,"192.168.48.111","4628"
"09/19/23 03:04:00",0,"192.168.48.111","4629"
"09/19/23 03:04:00",0,"192.168.48.111","1856"
"09/19/23 03:04:00",0,"192.168.48.111","1100"
"09/19/23 03:05:00",0,"192.168.48.111","5063"
"09/19/23 03:05:00",0,"192.168.48.111","4324"
"09/19/23 03:05:00",0,"192.168.48.111","1475"
"09/19/23 03:05:00",0,"192.168.48.111","4591"
"09/19/23 03:06:00",0,"192.168.48.111","4690"
"09/19/23 03:06:00",0,"192.168.48.111","4525"
"09/19/23 03:09:00",0,"192.168.48.111","4386"
"09/19/23 03:10:00",0,"192.168.48.111","4792"
"09/19/23 03:10:00",0,"192.168.48.111","1434"
"09/19/23 03:12:00",0,"192.168.48.111","4595"
"09/19/23 03:12:00",0,"192.168.48.111","4552"
"09/19/23 03:12:00",0,"192.168.48.111","4924"
"09/19/23 03:12:00",0,"192.168.48.111","1579"
"09/19/23 03:13:00",0,"192.168.48.111","1576"
"09/19/23 03:13:00",0,"192.168.48.111","4520"
"09/19/23 03:13:00",0,"192.168.48.111","4492"
"09/19/23 03:13:00",0,"192.168.48.111","4943"
"09/19/23 03:23:00",0,"192.168.48.111","4382"
"09/19/23 03:24:00",0,"192.168.48.111","4611"
"09/19/23 03:24:00",0,"192.168.48.111","4827"
"09/19/23 03:28:00",0,"192.168.48.111","4551"
"09/19/23 03:31:00",0,"192.168.48.111","4661"
"09/19/23 04:00:00",0,"192.168.48.111","4977"
"09/19/23 04:00:00",0,"192.168.48.111","4408"
"09/19/23 04:00:00",0,"192.168.48.111","4620"
"09/19/23 04:01:00",0,"192.168.48.111","4335"
"09/19/23 04:01:00",0,"192.168.48.111","5034"
"09/19/23 04:01:00",0,"192.168.48.111","4983"
"09/19/23 04:01:00",0,"192.168.48.111","4294"
"09/19/23 04:01:00",0,"192.168.48.111","4910"
"09/19/23 04:01:00",0,"192.168.48.111","4911"
"09/19/23 04:01:00",0,"192.168.48.111","4856"
"09/19/23 04:02:00",0,"192.168.48.111","4904"
"09/19/23 04:02:00",0,"192.168.48.111","4905"
"09/19/23 04:02:00",0,"192.168.48.111","1852"
"09/19/23 04:02:00",0,"192.168.48.111","4419"
"09/19/23 04:02:00",0,"192.168.48.111","4518"
"09/19/23 04:03:00",0,"192.168.48.111","4684"
"09/19/23 04:03:00",0,"192.168.48.111","4571"
"09/19/23 04:03:00",0,"192.168.48.111","4845"
"09/19/23 04:03:00",0,"192.168.48.111","4746"
"09/19/23 04:03:00",0,"192.168.48.111","4301"
"09/19/23 04:03:00",0,"192.168.48.111","4653"
"09/19/23 04:03:00",0,"192.168.48.111","4446"
"09/19/23 04:03:00",0,"192.168.48.111","4836"
"09/19/23 04:03:00",0,"192.168.48.111","4303"
"09/19/23 04:03:00",0,"192.168.48.111","3351"
"09/19/23 04:03:00",0,"192.168.48.111","4867"
"09/19/23 04:03:00",0,"192.168.48.111","1408"
"09/19/23 04:04:00",0,"192.168.48.111","4766"
"09/19/23 04:04:00",0,"192.168.48.111","3358"
"09/19/23 04:04:00",0,"192.168.48.111","4637"
"09/19/23 04:04:00",0,"192.168.48.111","4460"
"09/19/23 04:04:00",0,"192.168.48.111","4477"
"09/19/23 04:04:00",0,"192.168.48.111","1821"
"09/19/23 04:04:00",0,"192.168.48.111","4256"
"09/19/23 04:04:00",0,"192.168.48.111","4646"
"09/19/23 04:04:00",0,"192.168.48.111","4655"
"09/19/23 04:04:00",0,"192.168.48.111","4822"
"09/19/23 04:05:00",0,"192.168.48.111","3989"
"09/19/23 04:05:00",0,"192.168.48.111","4369"
"09/19/23 04:05:00",0,"192.168.48.111","5016"
"09/19/23 04:05:00",0,"192.168.48.111","4465"
"09/19/23 04:06:00",0,"192.168.48.111","4759"
"09/19/23 04:06:00",0,"192.168.48.111","4976"
"09/19/23 04:06:00",0,"192.168.48.111","4584"
"09/19/23 04:06:00",0,"192.168.48.111","4519"
"09/19/23 04:07:00",0,"192.168.48.111","1205"
"09/19/23 04:07:00",0,"192.168.48.111","4447"
"09/19/23 04:07:00",0,"192.168.48.111","4796"
"09/19/23 04:07:00",0,"192.168.48.111","4898"
"09/19/23 04:08:00",0,"192.168.48.111","4773"
"09/19/23 04:08:00",0,"192.168.48.111","3005"
"09/19/23 04:08:00",0,"192.168.48.111","4196"
"09/19/23 04:08:00",0,"192.168.48.111","5047"
"09/19/23 04:08:00",0,"192.168.48.111","4292"
"09/19/23 04:09:00",0,"192.168.48.111","4316"
"09/19/23 04:09:00",0,"192.168.48.111","4554"
"09/19/23 04:10:00",0,"192.168.48.111","1223"
"09/19/23 04:10:00",0,"192.168.48.111","1479"
"09/19/23 04:10:00",0,"192.168.48.111","5039"
"09/19/23 04:11:00",0,"192.168.48.111","4364"
"09/19/23 04:11:00",0,"192.168.48.111","1571"
"09/19/23 04:11:00",0,"192.168.48.111","4659"
"09/19/23 04:12:00",0,"192.168.48.111","1417"
"09/19/23 04:13:00",0,"192.168.48.111","4891"
"09/19/23 04:15:00",0,"192.168.48.111","4806"
"09/19/23 04:16:00",0,"192.168.48.111","4991"
"09/19/23 04:18:00",0,"192.168.48.111","4260"
"09/19/23 04:20:00",0,"192.168.48.111","4481"
"09/19/23 04:21:00",0,"192.168.48.111","4760"
"09/19/23 04:22:00",0,"192.168.48.111","1512"
"09/19/23 04:22:00",0,"192.168.48.111","4795"
"09/19/23 04:23:00",0,"192.168.48.111","4597"
"09/19/23 04:27:00",0,"192.168.48.111","3346"
"09/19/23 04:28:00",0,"192.168.48.111","7018"
"09/19/23 04:28:00",0,"192.168.48.111","4934"
"09/19/23 04:52:00",0,"192.168.48.111","4813"
"09/19/23 04:59:00",0,"192.168.48.111","4489"
"09/19/23 05:00:00",0,"192.168.48.111","4906"
"09/19/23 05:02:00",0,"192.168.48.111","3345"
"09/19/23 05:04:00",0,"192.168.48.111","4530"
"09/19/23 05:05:00",0,"192.168.48.111","3598"
"09/19/23 05:06:00",0,"192.168.48.111","6004"
"09/19/23 05:08:00",0,"192.168.48.111","3080"
"09/19/23 05:08:00",0,"192.168.48.111","4348"
"09/19/23 05:12:00",0,"192.168.48.111","4969"
"09/19/23 05:32:00",0,"192.168.48.111","4444"
"09/19/23 05:32:00",0,"192.168.48.111","4517"
"09/19/23 05:34:00",0,"192.168.48.111","1350"
"09/19/23 05:36:00",0,"192.168.48.111","1288"
"09/19/23 05:41:00",0,"192.168.48.111","1431"
"09/19/23 05:44:00",0,"192.168.48.111","1843"
"09/19/23 05:45:00",0,"192.168.48.111","1770"
"09/19/23 05:48:00",0,"192.168.48.111","1827"
"09/19/23 06:01:00",0,"192.168.48.111","1849"
"09/19/23 06:01:00",0,"192.168.48.111","1735"
"09/19/23 06:02:00",0,"192.168.48.111","1593"
"09/19/23 06:04:00",0,"192.168.48.111","1791"
"09/19/23 06:05:00",0,"192.168.48.111","1555"
"09/19/23 06:06:00",0,"192.168.48.111","1845"
"09/19/23 06:07:00",0,"192.168.48.111","1411"
"09/19/23 06:09:00",0,"192.168.48.111","4781"
"09/19/23 06:19:00",0,"192.168.48.111","4490"
"09/19/23 06:25:00",0,"192.168.48.111","4666"
"09/19/23 07:04:00",0,"192.168.48.111","4580"
"09/19/23 07:20:00",0,"192.168.48.111","4971"
"09/19/23 07:33:00",0,"192.168.48.111","1701"
"09/19/23 09:04:00",0,"192.168.48.111","1744"
"09/19/23 09:04:00",0,"192.168.48.111","1071"
"09/19/23 10:08:00",0,"192.168.48.111","1850"
"09/19/23 10:30:00",0,"192.168.48.111","3842"
"09/19/23 10:32:00",0,"192.168.48.111","4988"
"09/19/23 10:33:00",0,"192.168.48.111","4789"
"09/19/23 10:33:00",0,"192.168.48.111","1478"
"09/19/23 10:44:00",0,"192.168.48.111","5032"
"09/19/23 10:51:00",0,"192.168.48.111","4978"
"09/19/23 11:00:00",0,"192.168.48.111","4709"
"09/19/23 11:00:00",0,"192.168.48.111","4400"
"09/19/23 11:00:00",0,"192.168.48.111","4937"
"09/19/23 11:00:00",0,"192.168.48.111","4298"
"09/19/23 11:00:00",0,"192.168.48.111","1339"
"09/19/23 11:00:00",0,"192.168.48.111","1429"
"09/19/23 11:00:00",0,"192.168.48.111","1448"
"09/19/23 11:01:00",0,"192.168.48.111","4642"
"09/19/23 11:01:00",0,"192.168.48.111","4521"
"09/19/23 11:01:00",0,"192.168.48.111","1393"
"09/19/23 11:01:00",0,"192.168.48.111","4783"
"09/19/23 11:01:00",0,"192.168.48.111","4592"
"09/19/23 11:02:00",0,"192.168.48.111","4496"
"09/19/23 11:02:00",0,"192.168.48.111","4808"
"09/19/23 11:02:00",0,"192.168.48.111","4722"
"09/19/23 11:02:00",0,"192.168.48.111","4590"
"09/19/23 11:02:00",0,"192.168.48.111","4545"
"09/19/23 11:02:00",0,"192.168.48.111","4325"
"09/19/23 11:02:00",0,"192.168.48.111","4787"
"09/19/23 11:02:00",0,"192.168.48.111","1316"
"09/19/23 11:02:00",0,"192.168.48.111","1405"
"09/19/23 11:02:00",0,"192.168.48.111","4740"
"09/19/23 11:02:00",0,"192.168.48.111","4874"
"09/19/23 11:03:00",0,"192.168.48.111","4716"
"09/19/23 11:03:00",0,"192.168.48.111","4738"
"09/19/23 11:03:00",0,"192.168.48.111","4262"
"09/19/23 11:03:00",0,"192.168.48.111","4461"
"09/19/23 11:03:00",0,"192.168.48.111","4363"
"09/19/23 11:03:00",0,"192.168.48.111","1352"
"09/19/23 11:03:00",0,"192.168.48.111","1504"
"09/19/23 11:03:00",0,"192.168.48.111","4534"
"09/19/23 11:03:00",0,"192.168.48.111","1314"
"09/19/23 11:03:00",0,"192.168.48.111","1839"
"09/19/23 11:03:00",0,"192.168.48.111","1588"
"09/19/23 11:04:00",0,"192.168.48.111","4411"
"09/19/23 11:04:00",0,"192.168.48.111","4657"
"09/19/23 11:04:00",0,"192.168.48.111","4717"
"09/19/23 11:04:00",0,"192.168.48.111","4823"
"09/19/23 11:04:00",0,"192.168.48.111","1370"
"09/19/23 11:04:00",0,"192.168.48.111","4782"
"09/19/23 11:05:00",0,"192.168.48.111","4925"
"09/19/23 11:05:00",0,"192.168.48.111","1715"
"09/19/23 11:06:00",0,"192.168.48.111","4493"
"09/19/23 11:06:00",0,"192.168.48.111","4457"
"09/19/23 11:07:00",0,"192.168.48.111","4437"
"09/19/23 11:08:00",0,"192.168.48.111","4780"
"09/19/23 11:15:00",0,"192.168.48.111","4720"
"09/19/23 11:15:00",0,"192.168.48.111","4593"
"09/19/23 11:15:00",0,"192.168.48.111","4959"
"09/19/23 11:17:00",0,"192.168.48.111","4975"
"09/19/23 11:17:00",0,"192.168.48.111","4388"
"09/19/23 11:20:00",0,"192.168.48.111","4909"
"09/19/23 11:23:00",0,"192.168.48.111","4815"
"09/20/23 05:26:00",0,"192.168.48.111","5026"
"09/20/23 05:39:00",0,"192.168.48.111","1849"
"09/20/23 05:47:00",0,"192.168.48.111","4309"
"09/20/23 05:48:00",0,"192.168.48.111","1295"
"09/20/23 05:58:00",0,"192.168.48.111","4384"
"09/20/23 06:10:00",0,"192.168.48.111","1827"
"09/20/23 06:11:00",0,"192.168.48.111","4979"
"09/20/23 06:15:00",0,"192.168.48.111","1837"
"09/20/23 06:17:00",0,"192.168.48.111","4756"
"09/20/23 06:17:00",0,"192.168.48.111","1374"
"09/20/23 06:19:00",0,"192.168.48.111","4386"
"09/20/23 06:20:00",0,"192.168.48.111","1347"
"09/20/23 06:22:00",0,"192.168.48.111","4449"
"09/20/23 06:22:00",0,"192.168.48.111","1848"
"09/20/23 06:22:00",0,"192.168.48.111","1702"
"09/20/23 06:22:00",0,"192.168.48.111","1843"
"09/20/23 06:22:00",0,"192.168.48.111","1288"
"09/20/23 06:23:00",0,"192.168.48.111","4196"
"09/20/23 06:23:00",0,"192.168.48.111","1799"
"09/20/23 06:24:00",0,"192.168.48.111","1770"
"09/20/23 06:25:00",0,"192.168.48.111","1842"
"09/20/23 06:26:00",0,"192.168.48.111","4633"
"09/20/23 06:27:00",0,"192.168.48.111","1431"
"09/20/23 06:27:00",0,"192.168.48.111","5020"
"09/20/23 06:28:00",0,"192.168.48.111","4725"
"09/20/23 06:30:00",0,"192.168.48.111","1350"
"09/20/23 06:34:00",0,"192.168.48.111","4760"
"09/20/23 06:37:00",0,"192.168.48.111","1277"
"09/20/23 06:38:00",0,"192.168.48.111","4924"
"09/20/23 06:40:00",0,"192.168.48.111","4616"
"09/20/23 06:41:00",0,"192.168.48.111","4450"
"09/20/23 06:42:00",0,"192.168.48.111","1409"
"09/20/23 06:43:00",0,"192.168.48.111","4454"
"09/20/23 06:43:00",0,"192.168.48.111","3358"
"09/20/23 06:44:00",0,"192.168.48.111","4690"
"09/20/23 06:45:00",0,"192.168.48.111","4910"
"09/20/23 06:47:00",0,"192.168.48.111","4891"
"09/20/23 06:49:00",0,"192.168.48.111","4451"
"09/20/23 06:50:00",0,"192.168.48.111","4972"
"09/20/23 06:52:00",0,"192.168.48.111","4427"
"09/20/23 06:55:00",0,"192.168.48.111","3598"
"09/20/23 06:58:00",0,"192.168.48.111","1318"
"09/20/23 06:59:00",0,"192.168.48.111","4608"
"09/20/23 07:02:00",0,"192.168.48.111","4988"
"09/20/23 07:04:00",0,"192.168.48.111","4490"
"09/20/23 07:04:00",0,"192.168.48.111","4685"
"09/20/23 07:04:00",0,"192.168.48.111","1850"
"09/20/23 07:05:00",0,"192.168.48.111","4692"
"09/20/23 07:05:00",0,"192.168.48.111","4820"
"09/20/23 07:05:00",0,"192.168.48.111","1415"
"09/20/23 07:05:00",0,"192.168.48.111","1424"
"09/20/23 07:05:00",0,"192.168.48.111","4430"
"09/20/23 07:06:00",0,"192.168.48.111","4946"
"09/20/23 07:06:00",0,"192.168.48.111","4682"
"09/20/23 07:06:00",0,"192.168.48.111","4781"
"09/20/23 07:06:00",0,"192.168.48.111","5029"
"09/20/23 07:06:00",0,"192.168.48.111","1838"
"09/20/23 07:07:00",0,"192.168.48.111","4502"
"09/20/23 07:07:00",0,"192.168.48.111","1479"
"09/20/23 07:07:00",0,"192.168.48.111","4341"
"09/20/23 07:08:00",0,"192.168.48.111","4724"
"09/20/23 07:08:00",0,"192.168.48.111","4619"
"09/20/23 07:09:00",0,"192.168.48.111","3842"
"09/20/23 07:10:00",0,"192.168.48.111","4841"
"09/20/23 07:10:00",0,"192.168.48.111","4600"
"09/20/23 07:10:00",0,"192.168.48.111","4323"
"09/20/23 07:11:00",0,"192.168.48.111","4978"
"09/20/23 07:12:00",0,"192.168.48.111","4987"
"09/20/23 07:24:00",0,"192.168.48.111","4977"
"09/20/23 07:25:00",0,"192.168.48.111","4880"
"09/20/23 07:29:00",0,"192.168.48.111","1094"
"09/20/23 07:33:00",0,"192.168.48.111","4895"
"09/20/23 07:33:00",0,"192.168.48.111","1408"
"09/20/23 07:34:00",0,"192.168.48.111","4796"
"09/20/23 07:38:00",0,"192.168.48.111","4534"
"09/20/23 07:39:00",0,"192.168.48.111","4647"
"09/20/23 07:39:00",0,"192.168.48.111","1223"
"09/20/23 07:39:00",0,"192.168.48.111","4814"
"09/20/23 07:39:00",0,"192.168.48.111","4877"
"09/20/23 07:40:00",0,"192.168.48.111","5017"
"09/20/23 07:42:00",0,"192.168.48.111","4729"
"09/20/23 07:43:00",0,"192.168.48.111","1535"
"09/20/23 07:48:00",0,"192.168.48.111","4369"
"09/20/23 07:49:00",0,"192.168.48.111","4976"
"09/20/23 07:51:00",0,"192.168.48.111","4898"
"09/20/23 07:51:00",0,"192.168.48.111","4523"
"09/20/23 07:52:00",0,"192.168.48.111","5048"
"09/20/23 07:56:00",0,"192.168.48.111","4200"
"09/20/23 07:56:00",0,"192.168.48.111","4806"
"09/20/23 07:56:00",0,"192.168.48.111","5015"
"09/20/23 07:56:00",0,"192.168.48.111","4667"
"09/20/23 08:00:00",0,"192.168.48.111","3005"
"09/20/23 08:01:00",0,"192.168.48.111","1461"
"09/20/23 08:01:00",0,"192.168.48.111","7047"
"09/20/23 08:01:00",0,"192.168.48.111","4867"
"09/20/23 08:01:00",0,"192.168.48.111","4769"
"09/20/23 08:04:00",0,"192.168.48.111","4342"
"09/20/23 08:05:00",0,"192.168.48.111","4741"
"09/20/23 08:21:00",0,"192.168.48.111","4966"
"09/20/23 01:05:00",0,"192.168.48.111","4354"
"09/20/23 02:04:00",0,"192.168.48.111","1363"
"09/20/23 02:06:00",0,"192.168.48.111","4268"
"09/20/23 02:24:00",0,"192.168.48.111","4709"
"09/20/23 02:25:00",0,"192.168.48.111","4582"
"09/20/23 02:30:00",0,"192.168.48.111","4288"
"09/20/23 02:33:00",0,"192.168.48.111","1427"
"09/20/23 02:37:00",0,"192.168.48.111","4501"
"09/20/23 02:42:00",0,"192.168.48.111","1419"
"09/20/23 02:45:00",0,"192.168.48.111","4622"
"09/20/23 02:46:00",0,"192.168.48.111","4463"
"09/20/23 02:53:00",0,"192.168.48.111","4781"
"09/20/23 03:01:00",0,"192.168.48.111","1293"
"09/20/23 03:01:00",0,"192.168.48.111","4324"
"09/20/23 03:01:00",0,"192.168.48.111","4824"
"09/20/23 03:01:00",0,"192.168.48.111","4927"
"09/20/23 03:02:00",0,"192.168.48.111","4756"
"09/20/23 03:02:00",0,"192.168.48.111","5020"
"09/20/23 03:02:00",0,"192.168.48.111","4525"
"09/20/23 03:02:00",0,"192.168.48.111","1856"
"09/20/23 03:02:00",0,"192.168.48.111","4599"
"09/20/23 03:03:00",0,"192.168.48.111","4633"
"09/20/23 03:03:00",0,"192.168.48.111","4409"
"09/20/23 03:04:00",0,"192.168.48.111","4924"
"09/20/23 03:04:00",0,"192.168.48.111","4552"
"09/20/23 03:04:00",0,"192.168.48.111","4276"
"09/20/23 03:06:00",0,"192.168.48.111","4544"
"09/20/23 03:06:00",0,"192.168.48.111","1389"
"09/20/23 03:07:00",0,"192.168.48.111","4629"
