Barcode,Nama,Date,Time
4724,,09-20-2023,07:08
4619,,09-20-2023,07:08
3842,,09-20-2023,07:09
4841,,09-20-2023,07:10
4600,,09-20-2023,07:10
4323,,09-20-2023,07:10
4978,,09-20-2023,07:11
4987,,09-20-2023,07:12
4977,,09-20-2023,07:24
4880,,09-20-2023,07:25
1094,,09-20-2023,07:29
4895,,09-20-2023,07:33
1408,,09-20-2023,07:33
4796,,09-20-2023,07:34
4534,,09-20-2023,07:38
4647,,09-20-2023,07:39
1223,,09-20-2023,07:39
4814,,09-20-2023,07:39
4877,,09-20-2023,07:39
5017,,09-20-2023,07:40
4729,,09-20-2023,07:42
1535,,09-20-2023,07:43
4369,,09-20-2023,07:48
4976,,09-20-2023,07:49
4898,,09-20-2023,07:51
4523,,09-20-2023,07:51
5048,,09-20-2023,07:52
4200,,09-20-2023,07:56
4806,,09-20-2023,07:56
5015,,09-20-2023,07:56
4667,,09-20-2023,07:56
3005,,09-20-2023,08:00
1461,,09-20-2023,08:01
7047,,09-20-2023,08:01
4867,,09-20-2023,08:01
4769,,09-20-2023,08:01
4342,,09-20-2023,08:04
4741,,09-20-2023,08:05
4966,,09-20-2023,08:21
4354,,09-20-2023,01:05
1363,,09-20-2023,02:04
4268,,09-20-2023,02:06
4709,,09-20-2023,02:24
4582,,09-20-2023,02:25
4288,,09-20-2023,02:30
1427,,09-20-2023,02:33
4501,,09-20-2023,02:37
1419,,09-20-2023,02:42
4622,,09-20-2023,02:45
4463,,09-20-2023,02:46
4781,,09-20-2023,02:53
1293,,09-20-2023,03:01
4324,,09-20-2023,03:01
4824,,09-20-2023,03:01
4927,,09-20-2023,03:01
4756,,09-20-2023,03:02
5020,,09-20-2023,03:02
4525,,09-20-2023,03:02
1856,,09-20-2023,03:02
4599,,09-20-2023,03:02
4633,,09-20-2023,03:03
4409,,09-20-2023,03:03
4924,,09-20-2023,03:04
4552,,09-20-2023,03:04
4276,,09-20-2023,03:04
4544,,09-20-2023,03:06
1389,,09-20-2023,03:06
4629,,09-20-2023,03:07
1579,,09-20-2023,03:08
4792,,09-20-2023,03:08
4943,,09-20-2023,03:08
4819,,09-20-2023,03:08
4381,,09-20-2023,03:08
4591,,09-20-2023,03:09
4986,,09-20-2023,03:09
1100,,09-20-2023,03:10
4608,,09-20-2023,03:10
4492,,09-20-2023,03:11
3787,,09-20-2023,03:14
1576,,09-20-2023,03:14
4537,,09-20-2023,03:15
4595,,09-20-2023,03:15
4454,,09-20-2023,03:16
4827,,09-20-2023,03:19
4551,,09-20-2023,03:22
4382,,09-20-2023,03:26
4730,,09-20-2023,03:29
4673,,09-20-2023,03:29
4718,,09-20-2023,03:30
4611,,09-20-2023,03:39
4905,,09-20-2023,04:00
4800,,09-20-2023,04:00
4845,,09-20-2023,04:00
5013,,09-20-2023,04:00
1417,,09-20-2023,04:01
4977,,09-20-2023,04:01
4747,,09-20-2023,04:01
4983,,09-20-2023,04:01
4256,,09-20-2023,04:01
4596,,09-20-2023,04:01
4856,,09-20-2023,04:02
1852,,09-20-2023,04:02
4303,,09-20-2023,04:02
4540,,09-20-2023,04:02
1821,,09-20-2023,04:02
4375,,09-20-2023,04:03
4196,,09-20-2023,04:03
4465,,09-20-2023,04:04
4646,,09-20-2023,04:04
4419,,09-20-2023,04:05
3047,,09-20-2023,04:05
4891,,09-20-2023,04:05
4675,,09-20-2023,04:05
4647,,09-20-2023,04:05
4684,,09-20-2023,04:05
4584,,09-20-2023,04:05
4292,,09-20-2023,04:05
1234,,09-20-2023,04:06
4309,,09-20-2023,04:06
3346,,09-20-2023,04:06
1836,,09-20-2023,04:06
4806,,09-20-2023,04:07
4554,,09-20-2023,04:08
4469,,09-20-2023,04:08
4898,,09-20-2023,04:08
4316,,09-20-2023,04:09
4659,,09-20-2023,04:09
1701,,09-20-2023,04:09
4976,,09-20-2023,04:10
4870,,09-20-2023,04:10
1223,,09-20-2023,04:10
4991,,09-20-2023,04:10
4796,,09-20-2023,04:10
1439,,09-20-2023,04:11
4450,,09-20-2023,04:11
4447,,09-20-2023,04:11
4369,,09-20-2023,04:12
1687,,09-20-2023,04:13
4760,,09-20-2023,04:15
4260,,09-20-2023,04:16
3005,,09-20-2023,04:18
4934,,09-20-2023,04:18
4297,,09-20-2023,04:20
4795,,09-20-2023,04:20
4481,,09-20-2023,04:38
5048,,09-20-2023,04:50
4906,,09-20-2023,05:00
4348,,09-20-2023,05:04
4965,,09-20-2023,05:05
4301,,09-20-2023,05:06
4746,,09-20-2023,05:07
4969,,09-20-2023,05:08
6004,,09-20-2023,05:08
4776,,09-20-2023,05:08
4971,,09-20-2023,05:11
1205,,09-20-2023,05:14
4908,,09-20-2023,05:14
4444,,09-20-2023,05:21
1350,,09-20-2023,05:30
3080,,09-20-2023,05:34
1288,,09-20-2023,05:34
1368,,09-20-2023,05:43
1827,,09-20-2023,05:46
1713,,09-20-2023,05:47
1843,,09-20-2023,05:51
4528,,09-20-2023,06:02
1833,,09-20-2023,06:04
1765,,09-20-2023,06:06
1849,,09-20-2023,06:08
1735,,09-20-2023,06:08
1400,,09-20-2023,06:15
1593,,09-20-2023,06:19
4975,,09-20-2023,06:40
4666,,09-20-2023,06:40
5063,,09-20-2023,07:02
4580,,09-20-2023,07:04
3598,,09-20-2023,07:06
4438,,09-20-2023,07:09
1462,,09-20-2023,07:13
5039,,09-20-2023,07:16
1350,,09-20-2023,08:00
1071,,09-20-2023,09:04
1744,,09-20-2023,09:04
4988,,09-20-2023,10:29
3842,,09-20-2023,10:44
1561,,09-20-2023,10:49
1414,,09-20-2023,11:00
4426,,09-20-2023,11:01
4642,,09-20-2023,11:01
4255,,09-20-2023,11:01
4706,,09-20-2023,11:01
1429,,09-20-2023,11:01
4325,,09-20-2023,11:02
4592,,09-20-2023,11:02
4547,,09-20-2023,11:02
4433,,09-20-2023,11:02
4709,,09-20-2023,11:02
4457,,09-20-2023,11:03
4439,,09-20-2023,11:03
4461,,09-20-2023,11:03
4436,,09-20-2023,11:03
4874,,09-20-2023,11:03
4738,,09-20-2023,11:03
1712,,09-20-2023,11:03
4717,,09-20-2023,11:03
4669,,09-20-2023,11:04
4694,,09-20-2023,11:04
4501,,09-20-2023,11:04
4938,,09-20-2023,11:04
4363,,09-20-2023,11:04
4622,,09-20-2023,11:04
1504,,09-20-2023,11:05
4959,,09-20-2023,11:05
4909,,09-20-2023,11:05
4780,,09-20-2023,11:05
4582,,09-20-2023,11:06
4815,,09-20-2023,11:06
1377,,09-20-2023,11:06
4437,,09-20-2023,11:06
4184,,09-20-2023,11:07
1839,,09-20-2023,11:07
1427,,09-20-2023,11:08
4411,,09-20-2023,11:08
4388,,09-20-2023,11:10
4516,,09-20-2023,11:11
4925,,09-20-2023,11:16
1715,,09-20-2023,11:16
4720,,09-20-2023,11:22
5026,,09-21-2023,05:26
1431,,09-21-2023,05:36
1770,,09-21-2023,05:40
4384,,09-21-2023,05:45
1846,,09-21-2023,05:46
1843,,09-21-2023,06:01
1842,,09-21-2023,06:01
1374,,09-21-2023,06:04
1837,,09-21-2023,06:06
1347,,09-21-2023,06:08
1834,,09-21-2023,06:08
4979,,09-21-2023,06:10
1827,,09-21-2023,06:11
4449,,09-21-2023,06:21
4756,,09-21-2023,06:22
4798,,09-21-2023,06:23
5020,,09-21-2023,06:28
4473,,09-21-2023,06:28
4924,,09-21-2023,06:33
4633,,09-21-2023,06:35
4351,,09-21-2023,06:35
1293,,09-21-2023,06:40
3358,,09-21-2023,06:40
4690,,09-21-2023,06:41
4963,,09-21-2023,06:42
4922,,09-21-2023,06:43
4454,,09-21-2023,06:43
4972,,09-21-2023,06:45
4537,,09-21-2023,06:47
4450,,09-21-2023,06:49
4451,,09-21-2023,06:49
5037,,09-21-2023,06:50
3598,,09-21-2023,06:53
4891,,09-21-2023,06:56
4427,,09-21-2023,06:56
1318,,09-21-2023,06:56
4933,,09-21-2023,06:57
4711,,09-21-2023,06:57
1424,,09-21-2023,07:01
1415,,09-21-2023,07:01
4703,,09-21-2023,07:01
4500,,09-21-2023,07:02
4574,,09-21-2023,07:02
4685,,09-21-2023,07:02
1428,,09-21-2023,07:03
4988,,09-21-2023,07:03
4502,,09-21-2023,07:03
4820,,09-21-2023,07:06
4493,,09-21-2023,07:07
4936,,09-21-2023,07:07
4612,,09-21-2023,07:08
4987,,09-21-2023,07:10
4846,,09-21-2023,07:14
4795,,09-21-2023,07:18
4975,,09-21-2023,07:21
4724,,09-21-2023,07:22
3842,,09-21-2023,07:22
4504,,09-21-2023,07:22
1588,,09-21-2023,07:23
4408,,09-21-2023,07:25
4977,,09-21-2023,07:27
4796,,09-21-2023,07:28
1094,,09-21-2023,07:31
4935,,09-21-2023,07:33
4534,,09-21-2023,07:35
4660,,09-21-2023,07:37
1852,,09-21-2023,07:38
1439,,09-21-2023,07:43
4905,,09-21-2023,07:43
4822,,09-21-2023,07:43
4814,,09-21-2023,07:44
1408,,09-21-2023,07:44
1535,,09-21-2023,07:45
4601,,09-21-2023,07:46
1223,,09-21-2023,07:46
3052,,09-21-2023,07:46
4369,,09-21-2023,07:48
4784,,09-21-2023,07:48
4976,,09-21-2023,07:49
4348,,09-21-2023,07:50
4684,,09-21-2023,07:50
4898,,09-21-2023,07:52
4806,,09-21-2023,07:53
3005,,09-21-2023,07:53
4775,,09-21-2023,07:53
5048,,09-21-2023,07:55
4667,,09-21-2023,07:56
4895,,09-21-2023,07:56
4867,,09-21-2023,07:57
4200,,09-21-2023,07:57
4769,,09-21-2023,07:59
1460,,09-21-2023,07:59
4530,,09-21-2023,07:59
4342,,09-21-2023,08:00
6006,,09-21-2023,08:00
1461,,09-21-2023,08:00
5022,,09-21-2023,08:01
7047,,09-21-2023,08:02
4741,,09-21-2023,08:05
4738,,09-21-2023,01:00
4599,,09-21-2023,01:06
4554,,09-21-2023,02:01
1363,,09-21-2023,02:03
4268,,09-21-2023,02:06
1687,,09-21-2023,02:17
4657,,09-21-2023,02:24
4709,,09-21-2023,02:28
4295,,09-21-2023,02:32
4735,,09-21-2023,02:37
4697,,09-21-2023,02:38
1427,,09-21-2023,02:39
4490,,09-21-2023,02:40
4975,,09-21-2023,02:41
1419,,09-21-2023,02:44
4811,,09-21-2023,02:45
4722,,09-21-2023,02:46
4706,,09-21-2023,02:46
4463,,09-21-2023,02:51
1377,,09-21-2023,02:53
4633,,09-21-2023,03:00
4569,,09-21-2023,03:01
4441,,09-21-2023,03:01
4486,,09-21-2023,03:01
4756,,09-21-2023,03:01
5020,,09-21-2023,03:01
4507,,09-21-2023,03:01
4922,,09-21-2023,03:01
4927,,09-21-2023,03:02
4824,,09-21-2023,03:02
4324,,09-21-2023,03:03
4339,,09-21-2023,03:03
4451,,09-21-2023,03:03
1389,,09-21-2023,03:03
4454,,09-21-2023,03:04
4755,,09-21-2023,03:04
1856,,09-21-2023,03:04
4626,,09-21-2023,03:06
4852,,09-21-2023,03:06
4986,,09-21-2023,03:06
4943,,09-21-2023,03:07
4819,,09-21-2023,03:07
4629,,09-21-2023,03:08
4591,,09-21-2023,03:08
4430,,09-21-2023,03:09
4447,,09-21-2023,03:09
4552,,09-21-2023,03:09
4461,,09-21-2023,03:11
4492,,09-21-2023,03:13
4718,,09-21-2023,03:13
4520,,09-21-2023,03:15
3787,,09-21-2023,03:15
4673,,09-21-2023,03:15
4580,,09-21-2023,03:16
4924,,09-21-2023,03:18
4381,,09-21-2023,03:18
3358,,09-21-2023,03:21
4551,,09-21-2023,03:24
4382,,09-21-2023,03:26
4661,,09-21-2023,03:31
4827,,09-21-2023,03:41
4611,,09-21-2023,03:58
4977,,09-21-2023,04:00
4800,,09-21-2023,04:00
4845,,09-21-2023,04:01
4881,,09-21-2023,04:01
4983,,09-21-2023,04:01
1550,,09-21-2023,04:01
4473,,09-21-2023,04:02
4900,,09-21-2023,04:02
4961,,09-21-2023,04:02
1821,,09-21-2023,04:02
4746,,09-21-2023,04:02
4836,,09-21-2023,04:02
4684,,09-21-2023,04:02
4375,,09-21-2023,04:03
4518,,09-21-2023,04:03
1417,,09-21-2023,04:03
4831,,09-21-2023,04:03
4256,,09-21-2023,04:03
4505,,09-21-2023,04:03
1439,,09-21-2023,04:03
1858,,09-21-2023,04:04
4906,,09-21-2023,04:04
4470,,09-21-2023,04:04
3047,,09-21-2023,04:05
4465,,09-21-2023,04:05
1462,,09-21-2023,04:05
3345,,09-21-2023,04:05
4301,,09-21-2023,04:05
7018,,09-21-2023,04:05
4883,,09-21-2023,04:05
4303,,09-21-2023,04:05
4796,,09-21-2023,04:05
4792,,09-21-2023,04:05
4898,,09-21-2023,04:06
4450,,09-21-2023,04:06
4369,,09-21-2023,04:06
4292,,09-21-2023,04:06
4309,,09-21-2023,04:07
3052,,09-21-2023,04:07
4766,,09-21-2023,04:07
4934,,09-21-2023,04:08
4660,,09-21-2023,04:09
4822,,09-21-2023,04:10
4795,,09-21-2023,04:10
4316,,09-21-2023,04:10
3346,,09-21-2023,04:10
4659,,09-21-2023,04:11
1223,,09-21-2023,04:11
4991,,09-21-2023,04:11
1512,,09-21-2023,04:11
4806,,09-21-2023,04:11
1234,,09-21-2023,04:11
4870,,09-21-2023,04:12
4896,,09-21-2023,04:12
1571,,09-21-2023,04:13
4769,,09-21-2023,04:13
5037,,09-21-2023,04:14
4481,,09-21-2023,04:14
4469,,09-21-2023,04:15
1544,,09-21-2023,04:17
4260,,09-21-2023,04:18
1845,,09-21-2023,04:35
6006,,09-21-2023,05:00
4201,,09-21-2023,05:01
4452,,09-21-2023,05:03
4930,,09-21-2023,05:03
4964,,09-21-2023,05:03
4517,,09-21-2023,05:03
4969,,09-21-2023,05:05
4955,,09-21-2023,05:05
4618,,09-21-2023,05:07
4530,,09-21-2023,05:08
3598,,09-21-2023,05:08
6004,,09-21-2023,05:10
4916,,09-21-2023,05:17
4908,,09-21-2023,05:17
1576,,09-21-2023,05:17
4971,,09-21-2023,05:25
1288,,09-21-2023,05:30
1849,,09-21-2023,05:38
1825,,09-21-2023,06:00
1400,,09-21-2023,06:00
1770,,09-21-2023,06:04
1848,,09-21-2023,06:05
1431,,09-21-2023,06:14
1735,,09-21-2023,06:17
1411,,09-21-2023,06:19
1701,,09-21-2023,07:35
1071,,09-21-2023,09:06
1744,,09-21-2023,09:06
1850,,09-21-2023,09:14
4501,,09-21-2023,10:26
4988,,09-21-2023,10:26
4789,,09-21-2023,10:39
4978,,09-21-2023,10:49
3842,,09-21-2023,10:55
4741,,09-21-2023,11:01
4545,,09-21-2023,11:01
1405,,09-21-2023,11:01
4295,,09-21-2023,11:01
1393,,09-21-2023,11:01
4592,,09-21-2023,11:01
4325,,09-21-2023,11:01
4417,,09-21-2023,11:01
4802,,09-21-2023,11:02
4808,,09-21-2023,11:02
4809,,09-21-2023,11:02
4664,,09-21-2023,11:02
4443,,09-21-2023,11:02
4676,,09-21-2023,11:02
4722,,09-21-2023,11:02
4669,,09-21-2023,11:02
1422,,09-21-2023,11:02
1428,,09-21-2023,11:02
4717,,09-21-2023,11:02
4749,,09-21-2023,11:02
4378,,09-21-2023,11:02
4874,,09-21-2023,11:03
1455,,09-21-2023,11:03
1429,,09-21-2023,11:03
1377,,09-21-2023,11:03
4709,,09-21-2023,11:04
4735,,09-21-2023,11:04
4433,,09-21-2023,11:05
4815,,09-21-2023,11:05
4388,,09-21-2023,11:06
1352,,09-21-2023,11:06
4975,,09-21-2023,11:06
4631,,09-21-2023,11:06
1339,,09-21-2023,11:06
4780,,09-21-2023,11:07
4438,,09-21-2023,11:07
4502,,09-21-2023,11:07
4925,,09-21-2023,11:08
1427,,09-21-2023,11:08
4508,,09-21-2023,11:10
4516,,09-21-2023,11:10
1706,,09-21-2023,11:10
4909,,09-21-2023,11:10
4959,,09-21-2023,11:10
4184,,09-21-2023,11:10
1839,,09-21-2023,11:10
4411,,09-21-2023,11:11
1684,,09-21-2023,11:12
4720,,09-21-2023,11:21
4677,,09-22-2023,12:00
4400,,09-22-2023,04:20
4724,,09-22-2023,05:10
1843,,09-22-2023,05:43
5026,,09-22-2023,05:46
1770,,09-22-2023,05:48
1827,,09-22-2023,05:52
4384,,09-22-2023,06:04
1374,,09-22-2023,06:05
1347,,09-22-2023,06:05
1593,,09-22-2023,06:06
1555,,09-22-2023,06:06
1295,,09-22-2023,06:08
1288,,09-22-2023,06:10
1849,,09-22-2023,06:12
3350,,09-22-2023,06:16
4386,,09-22-2023,06:16
4798,,09-22-2023,06:18
4756,,09-22-2023,06:21
4760,,09-22-2023,06:28
4688,,09-22-2023,06:29
5063,,09-22-2023,06:33
1428,,09-22-2023,06:33
4924,,09-22-2023,06:36
1293,,09-22-2023,06:37
1384,,09-22-2023,06:40
4787,,09-22-2023,06:40
1409,,09-22-2023,06:42
4910,,09-22-2023,06:44
4427,,09-22-2023,06:51
4450,,09-22-2023,06:51
3598,,09-22-2023,06:52
4972,,09-22-2023,06:54
1318,,09-22-2023,06:54
4451,,09-22-2023,06:54
4933,,09-22-2023,06:57
4608,,09-22-2023,06:59
4711,,09-22-2023,07:00
4574,,09-22-2023,07:02
4183,,09-22-2023,07:02
4341,,09-22-2023,07:03
1850,,09-22-2023,07:03
4685,,09-22-2023,07:03
4692,,09-22-2023,07:03
4595,,09-22-2023,07:04
1415,,09-22-2023,07:04
1424,,09-22-2023,07:04
4500,,09-22-2023,07:04
1313,,09-22-2023,07:04
1423,,09-22-2023,07:04
4942,,09-22-2023,07:04
4938,,09-22-2023,07:05
4493,,09-22-2023,07:05
1712,,09-22-2023,07:05
1479,,09-22-2023,07:06
4891,,09-22-2023,07:06
4556,,09-22-2023,07:07
4501,,09-22-2023,07:07
4988,,09-22-2023,07:07
4323,,09-22-2023,07:08
4936,,09-22-2023,07:09
5029,,09-22-2023,07:09
4987,,09-22-2023,07:09
4880,,09-22-2023,07:10
4703,,09-22-2023,07:15
4978,,09-22-2023,07:16
3842,,09-22-2023,07:21
4796,,09-22-2023,07:22
4795,,09-22-2023,07:25
4934,,09-22-2023,07:29
4935,,09-22-2023,07:30
4977,,09-22-2023,07:31
4906,,09-22-2023,07:31
1223,,09-22-2023,07:33
4369,,09-22-2023,07:36
4534,,09-22-2023,07:40
1535,,09-22-2023,07:42
4375,,09-22-2023,07:42
4518,,09-22-2023,07:43
1408,,09-22-2023,07:43
4814,,09-22-2023,07:44
7047,,09-22-2023,07:45
4898,,09-22-2023,07:49
4769,,09-22-2023,07:49
4784,,09-22-2023,07:50
4895,,09-22-2023,07:52
5048,,09-22-2023,07:52
4684,,09-22-2023,07:53
4342,,09-22-2023,07:53
4976,,09-22-2023,07:54
5022,,09-22-2023,07:54
1461,,09-22-2023,07:55
4775,,09-22-2023,07:55
4530,,09-22-2023,07:56
3005,,09-22-2023,07:56
4867,,09-22-2023,07:57
4523,,09-22-2023,07:58
4806,,09-22-2023,07:59
4741,,09-22-2023,08:03
4966,,09-22-2023,08:07
4963,,09-22-2023,01:56
1363,,09-22-2023,02:04
4268,,09-22-2023,02:08
4666,,09-22-2023,02:19
1370,,09-22-2023,02:29
4709,,09-22-2023,02:29
1427,,09-22-2023,02:36
4693,,09-22-2023,02:36
4823,,09-22-2023,02:36
4508,,09-22-2023,02:36
4781,,09-22-2023,02:37
4862,,09-22-2023,02:38
4811,,09-22-2023,02:41
1419,,09-22-2023,02:41
4706,,09-22-2023,02:46
4975,,09-22-2023,02:47
4633,,09-22-2023,03:00
4824,,09-22-2023,03:00
4630,,09-22-2023,03:00
4940,,09-22-2023,03:01
4353,,09-22-2023,03:01
4569,,09-22-2023,03:01
3618,,09-22-2023,03:02
1856,,09-22-2023,03:02
4927,,09-22-2023,03:02
4451,,09-22-2023,03:03
4756,,09-22-2023,03:03
4442,,09-22-2023,03:03
4787,,09-22-2023,03:03
4599,,09-22-2023,03:04
4851,,09-22-2023,03:04
1384,,09-22-2023,03:04
1389,,09-22-2023,03:04
4792,,09-22-2023,03:04
4690,,09-22-2023,03:05
4381,,09-22-2023,03:06
1434,,09-22-2023,03:06
1579,,09-22-2023,03:06
4819,,09-22-2023,03:06
4943,,09-22-2023,03:06
4552,,09-22-2023,03:07
4629,,09-22-2023,03:08
4184,,09-22-2023,03:10
4520,,09-22-2023,03:10
4986,,09-22-2023,03:10
4386,,09-22-2023,03:15
4617,,09-22-2023,03:16
4924,,09-22-2023,03:17
4738,,09-22-2023,03:20
4502,,09-22-2023,03:23
4551,,09-22-2023,03:25
4661,,09-22-2023,03:29
3346,,09-22-2023,03:33
4673,,09-22-2023,03:33
4503,,09-22-2023,03:42
4611,,09-22-2023,03:54
4482,,09-22-2023,03:55
4827,,09-22-2023,03:58
4977,,09-22-2023,04:00
4506,,09-22-2023,04:00
4867,,09-22-2023,04:01
1408,,09-22-2023,04:01
4620,,09-22-2023,04:01
1851,,09-22-2023,04:01
4871,,09-22-2023,04:01
4596,,09-22-2023,04:01
1462,,09-22-2023,04:01
4894,,09-22-2023,04:02
4905,,09-22-2023,04:02
4301,,09-22-2023,04:02
4845,,09-22-2023,04:02
4800,,09-22-2023,04:02
4655,,09-22-2023,04:02
4646,,09-22-2023,04:02
1821,,09-22-2023,04:02
4962,,09-22-2023,04:02
4196,,09-22-2023,04:02
4532,,09-22-2023,04:02
4910,,09-22-2023,04:02
4460,,09-22-2023,04:02
4746,,09-22-2023,04:03
4961,,09-22-2023,04:03
4898,,09-22-2023,04:03
4796,,09-22-2023,04:03
4831,,09-22-2023,04:04
4446,,09-22-2023,04:04
4684,,09-22-2023,04:04
4303,,09-22-2023,04:04
4618,,09-22-2023,04:04
5017,,09-22-2023,04:04
4419,,09-22-2023,04:04
4375,,09-22-2023,04:04
4584,,09-22-2023,04:05
5037,,09-22-2023,04:06
5047,,09-22-2023,04:06
3047,,09-22-2023,04:07
4292,,09-22-2023,04:08
4766,,09-22-2023,04:08
4853,,09-22-2023,04:09
4773,,09-22-2023,04:09
1439,,09-22-2023,04:09
4659,,09-22-2023,04:10
1234,,09-22-2023,04:10
4316,,09-22-2023,04:10
4450,,09-22-2023,04:10
4260,,09-22-2023,04:11
4540,,09-22-2023,04:12
1223,,09-22-2023,04:13
4991,,09-22-2023,04:13
1571,,09-22-2023,04:13
1479,,09-22-2023,04:14
1512,,09-22-2023,04:15
4465,,09-22-2023,04:17
4976,,09-22-2023,04:18
4470,,09-22-2023,04:23
4297,,09-22-2023,04:26
4608,,09-22-2023,04:31
4481,,09-22-2023,04:49
4348,,09-22-2023,05:01
3345,,09-22-2023,05:04
4530,,09-22-2023,05:05
1535,,09-22-2023,05:06
4969,,09-22-2023,05:07
1205,,09-22-2023,05:07
4727,,09-22-2023,05:12
4908,,09-22-2023,05:20
3598,,09-22-2023,05:22
4452,,09-22-2023,05:26
1849,,09-22-2023,05:35
1411,,09-22-2023,05:50
1400,,09-22-2023,06:02
1799,,09-22-2023,06:03
1848,,09-22-2023,06:03
1770,,09-22-2023,06:16
1842,,09-22-2023,06:18
1765,,09-22-2023,06:18
1827,,09-22-2023,06:20
1843,,09-22-2023,06:22
1833,,09-22-2023,06:23
1837,,09-22-2023,06:29
1701,,09-22-2023,07:28
1071,,09-22-2023,09:03
1744,,09-22-2023,09:06
1850,,09-22-2023,10:03
4485,,09-22-2023,10:23
5032,,09-22-2023,10:27
4988,,09-22-2023,10:32
1662,,09-22-2023,10:33
4642,,09-22-2023,11:00
4255,,09-22-2023,11:00
4802,,09-22-2023,11:01
1393,,09-22-2023,11:01
4400,,09-22-2023,11:01
4586,,09-22-2023,11:01
4295,,09-22-2023,11:01
4592,,09-22-2023,11:01
1405,,09-22-2023,11:01
4676,,09-22-2023,11:01
4963,,09-22-2023,11:01
4325,,09-22-2023,11:01
4669,,09-22-2023,11:01
4417,,09-22-2023,11:02
4547,,09-22-2023,11:02
5010,,09-22-2023,11:02
1455,,09-22-2023,11:02
4709,,09-22-2023,11:02
4373,,09-22-2023,11:02
4436,,09-22-2023,11:03
4931,,09-22-2023,11:04
4433,,09-22-2023,11:04
4657,,09-22-2023,11:04
4430,,09-22-2023,11:04
4909,,09-22-2023,11:04
4443,,09-22-2023,11:05
4706,,09-22-2023,11:05
4815,,09-22-2023,11:05
4761,,09-22-2023,11:05
4666,,09-22-2023,11:05
4437,,09-22-2023,11:05
4290,,09-22-2023,11:05
3042,,09-22-2023,11:05
1839,,09-22-2023,11:06
4411,,09-22-2023,11:06
1588,,09-22-2023,11:06
4975,,09-22-2023,11:06
4363,,09-22-2023,11:07
4925,,09-22-2023,11:10
4438,,09-22-2023,11:10
4508,,09-22-2023,11:11
4516,,09-22-2023,11:13
4780,,09-22-2023,11:15
4720,,09-22-2023,11:28
1427,,09-23-2023,03:09
5026,,09-23-2023,05:22
1288,,09-23-2023,05:38
1843,,09-23-2023,05:45
1827,,09-23-2023,05:49
4979,,09-23-2023,06:05
1849,,09-23-2023,06:07
1735,,09-23-2023,06:10
1593,,09-23-2023,06:11
1411,,09-23-2023,06:13
5020,,09-23-2023,06:15
4386,,09-23-2023,06:16
1551,,09-23-2023,06:26
4756,,09-23-2023,06:28
4473,,09-23-2023,06:29
3345,,09-23-2023,06:29
1205,,09-23-2023,06:32
4787,,09-23-2023,06:36
4760,,09-23-2023,06:36
4924,,09-23-2023,06:38
4972,,09-23-2023,06:39
3598,,09-23-2023,06:40
4798,,09-23-2023,06:40
4573,,09-23-2023,06:40
4910,,09-23-2023,06:42
4922,,09-23-2023,06:42
4454,,09-23-2023,06:43
4451,,09-23-2023,06:43
4254,,09-23-2023,06:44
4597,,09-23-2023,06:44
4364,,09-23-2023,06:45
1473,,09-23-2023,06:51
4450,,09-23-2023,06:53
4339,,09-23-2023,06:54
1318,,09-23-2023,06:57
1850,,09-23-2023,07:01
4685,,09-23-2023,07:01
3080,,09-23-2023,07:01
4942,,09-23-2023,07:01
4574,,09-23-2023,07:01
4183,,09-23-2023,07:02
1377,,09-23-2023,07:04
4988,,09-23-2023,07:05
5029,,09-23-2023,07:06
4724,,09-23-2023,07:06
1415,,09-23-2023,07:06
1424,,09-23-2023,07:07
4936,,09-23-2023,07:07
4600,,09-23-2023,07:07
4830,,09-23-2023,07:07
5032,,09-23-2023,07:07
4695,,09-23-2023,07:10
4501,,09-23-2023,07:10
4612,,09-23-2023,07:10
3989,,09-23-2023,07:10
4500,,09-23-2023,07:10
4938,,09-23-2023,07:10
4323,,09-23-2023,07:11
4703,,09-23-2023,07:12
4485,,09-23-2023,07:12
1479,,09-23-2023,07:13
4987,,09-23-2023,07:16
4389,,09-23-2023,07:16
4388,,09-23-2023,07:16
1314,,09-23-2023,07:17
4935,,09-23-2023,07:18
4900,,09-23-2023,07:22
4977,,09-23-2023,07:24
1408,,09-23-2023,07:26
1439,,09-23-2023,07:28
4895,,09-23-2023,07:30
4534,,09-23-2023,07:31
4796,,09-23-2023,07:31
4647,,09-23-2023,07:34
4784,,09-23-2023,07:38
4518,,09-23-2023,07:39
4853,,09-23-2023,07:39
5048,,09-23-2023,07:45
4369,,09-23-2023,07:46
1223,,09-23-2023,07:46
4814,,09-23-2023,07:47
5017,,09-23-2023,07:47
4530,,09-23-2023,07:47
4684,,09-23-2023,07:48
4905,,09-23-2023,07:48
3005,,09-23-2023,07:50
4769,,09-23-2023,07:50
3047,,09-23-2023,07:51
4775,,09-23-2023,07:51
4898,,09-23-2023,07:51
4978,,09-23-2023,07:53
4867,,09-23-2023,07:53
4806,,09-23-2023,07:54
4667,,09-23-2023,07:55
4200,,09-23-2023,07:57
4966,,09-23-2023,08:02
4706,,09-23-2023,11:43
1363,,09-23-2023,12:04
4268,,09-23-2023,12:19
4417,,09-23-2023,12:36
3346,,09-23-2023,01:01
4986,,09-23-2023,01:02
4755,,09-23-2023,01:02
4756,,09-23-2023,01:02
4441,,09-23-2023,01:02
4824,,09-23-2023,01:03
