Barcode,Nama,Date,Time
1856,,09-23-2023,01:03
5020,,09-23-2023,01:03
1100,,09-23-2023,01:04
4633,,09-23-2023,01:04
4184,,09-23-2023,01:09
4386,,09-23-2023,01:15
4520,,09-23-2023,01:20
1576,,09-23-2023,01:20
4927,,09-23-2023,02:00
4911,,09-23-2023,02:00
4469,,09-23-2023,02:01
4303,,09-23-2023,02:01
4977,,09-23-2023,02:01
4766,,09-23-2023,02:01
4256,,09-23-2023,02:01
4684,,09-23-2023,02:02
4746,,09-23-2023,02:02
1439,,09-23-2023,02:02
1408,,09-23-2023,02:02
4867,,09-23-2023,02:02
4795,,09-23-2023,02:03
4906,,09-23-2023,02:03
4655,,09-23-2023,02:03
4762,,09-23-2023,02:03
1821,,09-23-2023,02:04
1853,,09-23-2023,02:04
4976,,09-23-2023,02:04
3047,,09-23-2023,02:04
4898,,09-23-2023,02:04
4792,,09-23-2023,02:05
5013,,09-23-2023,02:05
4584,,09-23-2023,02:05
4796,,09-23-2023,02:05
1094,,09-23-2023,02:05
4332,,09-23-2023,02:05
4870,,09-23-2023,02:05
4292,,09-23-2023,02:06
4849,,09-23-2023,02:07
4375,,09-23-2023,02:07
4597,,09-23-2023,02:08
4260,,09-23-2023,02:09
4316,,09-23-2023,02:09
4978,,09-23-2023,02:09
1223,,09-23-2023,02:10
4991,,09-23-2023,02:10
4369,,09-23-2023,02:11
4934,,09-23-2023,02:12
1512,,09-23-2023,02:13
4481,,09-23-2023,02:25
4709,,09-23-2023,02:26
4297,,09-23-2023,02:26
1479,,09-23-2023,02:31
1835,,09-23-2023,02:31
1763,,09-23-2023,02:32
4666,,09-23-2023,02:34
1427,,09-23-2023,02:39
1419,,09-23-2023,02:41
4586,,09-23-2023,02:41
4463,,09-23-2023,02:44
4781,,09-23-2023,02:44
1280,,09-23-2023,02:48
4276,,09-23-2023,03:01
1389,,09-23-2023,03:02
4196,,09-23-2023,03:02
3350,,09-23-2023,03:03
4552,,09-23-2023,03:03
4454,,09-23-2023,03:03
4492,,09-23-2023,03:03
4451,,09-23-2023,03:03
4819,,09-23-2023,03:04
1579,,09-23-2023,03:04
4943,,09-23-2023,03:04
4618,,09-23-2023,03:04
4626,,09-23-2023,03:06
4617,,09-23-2023,03:06
4979,,09-23-2023,03:07
4382,,09-23-2023,03:07
1234,,09-23-2023,03:08
4798,,09-23-2023,03:08
4450,,09-23-2023,03:09
4800,,09-23-2023,03:09
4361,,09-23-2023,03:10
4969,,09-23-2023,03:10
4324,,09-23-2023,03:10
4608,,09-23-2023,03:11
4616,,09-23-2023,03:13
4486,,09-23-2023,03:13
4813,,09-23-2023,03:14
4673,,09-23-2023,03:14
4595,,09-23-2023,03:15
4580,,09-23-2023,03:16
1205,,09-23-2023,03:16
5027,,09-23-2023,03:16
4551,,09-23-2023,03:16
4760,,09-23-2023,03:19
4924,,09-23-2023,03:19
4908,,09-23-2023,03:21
4381,,09-23-2023,03:21
4446,,09-23-2023,03:21
3598,,09-23-2023,03:24
4661,,09-23-2023,03:30
4730,,09-23-2023,03:35
4827,,09-23-2023,03:59
4845,,09-23-2023,04:00
4530,,09-23-2023,04:03
1701,,09-23-2023,05:06
1431,,09-23-2023,05:44
1770,,09-23-2023,05:47
1825,,09-23-2023,05:49
1850,,09-23-2023,06:07
1842,,09-23-2023,06:08
1837,,09-23-2023,06:18
1843,,09-23-2023,06:19
1799,,09-23-2023,06:25
1827,,09-23-2023,06:25
1713,,09-23-2023,06:27
1791,,09-23-2023,06:29
1347,,09-23-2023,06:44
3042,,09-23-2023,07:01
4436,,09-23-2023,07:01
1393,,09-23-2023,07:01
4325,,09-23-2023,07:01
4547,,09-23-2023,07:01
4417,,09-23-2023,07:01
4592,,09-23-2023,07:02
1744,,09-23-2023,07:03
1839,,09-23-2023,07:06
4411,,09-23-2023,07:06
1588,,09-23-2023,07:06
4611,,09-23-2023,07:29
4718,,09-23-2023,09:02
1616,,09-23-2023,09:02
4988,,09-23-2023,10:29
3842,,09-23-2023,10:42
4987,,09-23-2023,10:47
1561,,09-23-2023,10:47
4619,,09-23-2023,10:53
4516,,09-23-2023,11:03
1706,,09-23-2023,11:03
4493,,09-23-2023,11:03
1455,,09-23-2023,11:03
4433,,09-23-2023,11:03
4823,,09-23-2023,11:03
4709,,09-23-2023,11:03
1377,,09-23-2023,11:04
4815,,09-23-2023,11:04
4720,,09-23-2023,11:04
1339,,09-23-2023,11:04
4571,,09-23-2023,11:05
4820,,09-23-2023,11:05
4690,,09-23-2023,11:05
4938,,09-23-2023,11:05
4437,,09-23-2023,11:06
4363,,09-23-2023,11:06
4438,,09-23-2023,11:06
4388,,09-23-2023,11:06
4666,,09-23-2023,11:07
4582,,09-23-2023,11:07
1427,,09-23-2023,11:07
4959,,09-23-2023,11:18
4465,,09-24-2023,12:00
3787,,09-24-2023,01:02
1850,,09-24-2023,01:02
4932,,09-24-2023,05:09
1849,,09-24-2023,05:44
1843,,09-24-2023,05:44
1743,,09-24-2023,05:48
4384,,09-24-2023,05:48
1292,,09-24-2023,05:51
1848,,09-24-2023,06:10
1825,,09-24-2023,06:11
1400,,09-24-2023,06:21
4442,,09-24-2023,06:21
4779,,09-24-2023,06:21
1770,,09-24-2023,06:21
1411,,09-24-2023,06:23
5020,,09-24-2023,06:24
4490,,09-24-2023,06:25
1765,,09-24-2023,06:27
1833,,09-24-2023,06:27
1735,,09-24-2023,06:31
4386,,09-24-2023,06:32
4781,,09-24-2023,06:39
1280,,09-24-2023,06:43
4760,,09-24-2023,06:46
4811,,09-24-2023,06:46
3358,,09-24-2023,06:47
4761,,09-24-2023,06:48
4450,,09-24-2023,06:51
4427,,09-24-2023,06:57
4975,,09-24-2023,06:58
4608,,09-24-2023,07:00
3080,,09-24-2023,07:00
4830,,09-24-2023,07:01
4487,,09-24-2023,07:02
5029,,09-24-2023,07:02
4183,,09-24-2023,07:03
1424,,09-24-2023,07:03
4942,,09-24-2023,07:04
4502,,09-24-2023,07:04
4334,,09-24-2023,07:05
4936,,09-24-2023,07:06
4612,,09-24-2023,07:07
4695,,09-24-2023,07:07
1684,,09-24-2023,07:07
4323,,09-24-2023,07:07
4500,,09-24-2023,07:09
3842,,09-24-2023,07:17
4988,,09-24-2023,07:19
1562,,09-24-2023,07:38
4348,,09-24-2023,07:46
4978,,09-24-2023,07:52
4530,,09-24-2023,07:57
4775,,09-24-2023,07:57
4523,,09-24-2023,07:58
4741,,09-24-2023,08:00
4966,,09-24-2023,08:02
4611,,09-24-2023,11:12
4601,,09-24-2023,11:13
1850,,09-24-2023,02:06
4690,,09-24-2023,02:39
5032,,09-24-2023,02:48
4815,,09-24-2023,03:02
3623,,09-24-2023,03:02
4666,,09-24-2023,03:03
4493,,09-24-2023,03:03
4442,,09-24-2023,03:05
5020,,09-24-2023,03:05
4501,,09-24-2023,03:05
1696,,09-24-2023,03:05
1706,,09-24-2023,03:05
4780,,09-24-2023,03:06
4733,,09-24-2023,03:08
4439,,09-24-2023,03:08
4438,,09-24-2023,03:08
1687,,09-24-2023,03:12
4386,,09-24-2023,03:12
4388,,09-24-2023,03:12
4975,,09-24-2023,03:12
4184,,09-24-2023,03:12
4959,,09-24-2023,03:15
4717,,09-24-2023,03:32
4600,,09-24-2023,03:33
4608,,09-24-2023,04:02
4400,,09-24-2023,04:02
4800,,09-24-2023,04:03
4978,,09-24-2023,04:04
4363,,09-24-2023,04:05
5039,,09-24-2023,04:05
1205,,09-24-2023,04:05
4450,,09-24-2023,04:08
4813,,09-24-2023,04:10
4746,,09-24-2023,04:11
4971,,09-24-2023,04:18
4760,,09-24-2023,04:20
4528,,09-24-2023,04:59
4618,,09-24-2023,04:59
4407,,09-24-2023,04:59
4530,,09-24-2023,05:01
4427,,09-24-2023,05:13
1350,,09-24-2023,05:23
1827,,09-24-2023,05:44
1791,,09-24-2023,05:46
1825,,09-24-2023,05:50
1770,,09-24-2023,05:50
1347,,09-24-2023,06:03
1374,,09-24-2023,06:05
1849,,09-24-2023,06:12
1593,,09-24-2023,06:12
1843,,09-24-2023,06:15
1842,,09-24-2023,06:26
4447,,09-24-2023,07:07
4451,,09-24-2023,10:43
1473,,09-24-2023,10:49
4454,,09-24-2023,10:51
1850,,09-24-2023,11:00
4547,,09-24-2023,11:01
4574,,09-24-2023,11:01
4496,,09-24-2023,11:01
4183,,09-24-2023,11:01
4718,,09-24-2023,11:02
4619,,09-24-2023,11:02
5029,,09-24-2023,11:02
4571,,09-24-2023,11:02
4542,,09-24-2023,11:02
4942,,09-24-2023,11:03
4936,,09-24-2023,11:03
1343,,09-24-2023,11:03
1429,,09-24-2023,11:03
4690,,09-24-2023,11:04
4430,,09-24-2023,11:04
4724,,09-24-2023,11:07
1588,,09-24-2023,11:07
4323,,09-24-2023,11:09
4516,,09-24-2023,11:18
4966,,09-25-2023,12:04
5026,,09-25-2023,05:35
1849,,09-25-2023,05:40
4384,,09-25-2023,05:51
1713,,09-25-2023,06:03
1431,,09-25-2023,06:04
1765,,09-25-2023,06:05
1833,,09-25-2023,06:06
1825,,09-25-2023,06:08
1827,,09-25-2023,06:08
1837,,09-25-2023,06:09
1848,,09-25-2023,06:09
1350,,09-25-2023,06:11
1400,,09-25-2023,06:11
1799,,09-25-2023,06:12
4386,,09-25-2023,06:15
4782,,09-25-2023,06:21
4273,,09-25-2023,06:22
1770,,09-25-2023,06:25
4688,,09-25-2023,06:25
4760,,09-25-2023,06:25
4756,,09-25-2023,06:27
4709,,09-25-2023,06:29
5020,,09-25-2023,06:32
1293,,09-25-2023,06:34
4910,,09-25-2023,06:36
4811,,09-25-2023,06:43
1419,,09-25-2023,06:43
4781,,09-25-2023,06:45
4379,,09-25-2023,06:45
1280,,09-25-2023,06:46
3598,,09-25-2023,06:49
4761,,09-25-2023,06:49
4975,,09-25-2023,06:50
4686,,09-25-2023,06:50
4427,,09-25-2023,06:53
1318,,09-25-2023,06:55
4354,,09-25-2023,06:56
4608,,09-25-2023,06:59
3080,,09-25-2023,07:00
4738,,09-25-2023,07:01
4580,,09-25-2023,07:02
4324,,09-25-2023,07:02
1712,,09-25-2023,07:02
4932,,09-25-2023,07:02
3787,,09-25-2023,07:02
4486,,09-25-2023,07:02
4851,,09-25-2023,07:04
1389,,09-25-2023,07:05
4891,,09-25-2023,07:07
4537,,09-25-2023,07:07
1479,,09-25-2023,07:07
4819,,09-25-2023,07:08
4382,,09-25-2023,07:08
4454,,09-25-2023,07:08
1579,,09-25-2023,07:09
5027,,09-25-2023,07:09
4830,,09-25-2023,07:10
4381,,09-25-2023,07:11
4617,,09-25-2023,07:11
4451,,09-25-2023,07:19
4862,,09-25-2023,07:19
1473,,09-25-2023,07:26
1408,,09-25-2023,07:27
4935,,09-25-2023,07:28
4796,,09-25-2023,07:29
4909,,09-25-2023,07:35
1852,,09-25-2023,07:40
4895,,09-25-2023,07:45
4530,,09-25-2023,07:46
4684,,09-25-2023,07:49
1223,,09-25-2023,07:49
3005,,09-25-2023,07:50
4898,,09-25-2023,07:50
1460,,09-25-2023,07:52
4769,,09-25-2023,07:52
4776,,09-25-2023,07:54
4200,,09-25-2023,07:55
1851,,09-25-2023,07:55
4978,,09-25-2023,07:56
4667,,09-25-2023,07:56
4806,,09-25-2023,07:57
4675,,09-25-2023,07:58
4867,,09-25-2023,07:58
1417,,09-25-2023,07:59
4444,,09-25-2023,07:59
1461,,09-25-2023,08:00
4342,,09-25-2023,08:01
5048,,09-25-2023,08:04
4972,,09-25-2023,11:03
1363,,09-25-2023,02:04
1744,,09-25-2023,02:06
4708,,09-25-2023,02:09
4625,,09-25-2023,02:23
4988,,09-25-2023,02:25
1850,,09-25-2023,02:26
4508,,09-25-2023,02:29
4534,,09-25-2023,02:34
4369,,09-25-2023,02:36
4977,,09-25-2023,02:48
4987,,09-25-2023,02:50
1293,,09-25-2023,03:00
4633,,09-25-2023,03:01
4756,,09-25-2023,03:01
4755,,09-25-2023,03:02
4325,,09-25-2023,03:02
5020,,09-25-2023,03:02
4441,,09-25-2023,03:02
4824,,09-25-2023,03:02
4493,,09-25-2023,03:03
1856,,09-25-2023,03:03
5033,,09-25-2023,03:03
1384,,09-25-2023,03:04
4490,,09-25-2023,03:05
4810,,09-25-2023,03:05
4582,,09-25-2023,03:06
4780,,09-25-2023,03:06
1428,,09-25-2023,03:07
1504,,09-25-2023,03:07
4975,,09-25-2023,03:07
1706,,09-25-2023,03:09
4438,,09-25-2023,03:09
1407,,09-25-2023,03:10
4735,,09-25-2023,03:13
4986,,09-25-2023,03:16
4925,,09-25-2023,03:17
4709,,09-25-2023,03:21
4959,,09-25-2023,03:22
4720,,09-25-2023,03:22
4718,,09-25-2023,03:24
4717,,09-25-2023,03:24
4386,,09-25-2023,03:26
3346,,09-25-2023,03:36
4184,,09-25-2023,03:37
1839,,09-25-2023,03:37
4411,,09-25-2023,03:38
4725,,09-25-2023,03:42
1414,,09-25-2023,04:00
4855,,09-25-2023,04:00
4911,,09-25-2023,04:00
4856,,09-25-2023,04:00
4950,,09-25-2023,04:00
4256,,09-25-2023,04:00
4655,,09-25-2023,04:00
4871,,09-25-2023,04:00
1821,,09-25-2023,04:00
1405,,09-25-2023,04:01
4400,,09-25-2023,04:01
4620,,09-25-2023,04:01
4301,,09-25-2023,04:02
4910,,09-25-2023,04:02
4762,,09-25-2023,04:02
4303,,09-25-2023,04:02
4796,,09-25-2023,04:03
4898,,09-25-2023,04:03
1408,,09-25-2023,04:03
1853,,09-25-2023,04:03
4906,,09-25-2023,04:03
4196,,09-25-2023,04:04
3358,,09-25-2023,04:04
4446,,09-25-2023,04:04
4521,,09-25-2023,04:04
5017,,09-25-2023,04:04
3047,,09-25-2023,04:05
4465,,09-25-2023,04:05
1417,,09-25-2023,04:05
4469,,09-25-2023,04:05
4766,,09-25-2023,04:06
4554,,09-25-2023,04:06
3351,,09-25-2023,04:06
4584,,09-25-2023,04:06
4806,,09-25-2023,04:06
4363,,09-25-2023,04:07
1223,,09-25-2023,04:07
4447,,09-25-2023,04:07
4822,,09-25-2023,04:07
1094,,09-25-2023,04:07
3069,,09-25-2023,04:08
4800,,09-25-2023,04:09
4870,,09-25-2023,04:09
4853,,09-25-2023,04:09
4978,,09-25-2023,04:10
4877,,09-25-2023,04:10
4807,,09-25-2023,04:10
1835,,09-25-2023,04:11
4659,,09-25-2023,04:11
4991,,09-25-2023,04:11
4741,,09-25-2023,04:11
4795,,09-25-2023,04:11
4260,,09-25-2023,04:11
4444,,09-25-2023,04:15
4597,,09-25-2023,04:15
4410,,09-25-2023,04:16
4813,,09-25-2023,04:21
4909,,09-25-2023,04:22
3005,,09-25-2023,04:24
4760,,09-25-2023,04:31
4481,,09-25-2023,04:41
3598,,09-25-2023,04:42
4530,,09-25-2023,05:01
4348,,09-25-2023,05:01
7018,,09-25-2023,05:02
4452,,09-25-2023,05:03
4969,,09-25-2023,05:04
3345,,09-25-2023,05:04
3350,,09-25-2023,05:06
4916,,09-25-2023,05:13
1205,,09-25-2023,05:13
1462,,09-25-2023,05:19
4971,,09-25-2023,05:20
1843,,09-25-2023,05:31
4608,,09-25-2023,05:32
1288,,09-25-2023,05:34
1702,,09-25-2023,05:38
1350,,09-25-2023,05:39
1374,,09-25-2023,05:41
1770,,09-25-2023,05:49
1827,,09-25-2023,05:50
1593,,09-25-2023,06:01
1411,,09-25-2023,06:02
1295,,09-25-2023,06:09
1849,,09-25-2023,06:09
1735,,09-25-2023,06:13
1791,,09-25-2023,06:15
4908,,09-25-2023,06:25
1701,,09-25-2023,07:02
4683,,09-25-2023,10:30
4573,,09-25-2023,10:35
1473,,09-25-2023,10:37
1381,,09-25-2023,10:37
4924,,09-25-2023,10:40
1850,,09-25-2023,11:00
1818,,09-25-2023,11:00
4977,,09-25-2023,11:00
4743,,09-25-2023,11:01
4852,,09-25-2023,11:01
4927,,09-25-2023,11:01
4571,,09-25-2023,11:01
4845,,09-25-2023,11:01
4542,,09-25-2023,11:01
4534,,09-25-2023,11:01
4685,,09-25-2023,11:02
4808,,09-25-2023,11:02
4662,,09-25-2023,11:02
4567,,09-25-2023,11:02
4965,,09-25-2023,11:02
4599,,09-25-2023,11:02
4485,,09-25-2023,11:02
4848,,09-25-2023,11:02
4574,,09-25-2023,11:02
4417,,09-25-2023,11:02
4547,,09-25-2023,11:02
5013,,09-25-2023,11:03
4885,,09-25-2023,11:03
4860,,09-25-2023,11:03
4508,,09-25-2023,11:03
4369,,09-25-2023,11:03
1576,,09-25-2023,11:04
1588,,09-25-2023,11:04
4724,,09-25-2023,11:04
5029,,09-25-2023,11:05
1424,,09-25-2023,11:07
1478,,09-25-2023,11:07
4323,,09-25-2023,11:08
4988,,09-25-2023,11:10
4389,,09-25-2023,11:11
4612,,09-25-2023,11:14
4502,,09-25-2023,11:14
4936,,09-25-2023,11:15
4703,,09-25-2023,11:15
1415,,09-25-2023,11:20
4966,,09-26-2023,12:02
3053,,09-26-2023,12:05
5026,,09-26-2023,05:23
1849,,09-26-2023,05:36
4384,,09-26-2023,05:54
1799,,09-26-2023,06:03
1770,,09-26-2023,06:04
1350,,09-26-2023,06:04
1288,,09-26-2023,06:11
4386,,09-26-2023,06:13
1843,,09-26-2023,06:13
4657,,09-26-2023,06:16
1837,,09-26-2023,06:17
1850,,09-26-2023,06:18
4756,,09-26-2023,06:18
5020,,09-26-2023,06:18
1347,,09-26-2023,06:19
1842,,09-26-2023,06:20
1827,,09-26-2023,06:21
1374,,09-26-2023,06:21
4273,,09-26-2023,06:24
4760,,09-26-2023,06:24
1848,,09-26-2023,06:24
4725,,09-26-2023,06:26
4709,,09-26-2023,06:27
4582,,09-26-2023,06:33
3345,,09-26-2023,06:33
1427,,09-26-2023,06:33
4781,,09-26-2023,06:34
4886,,09-26-2023,06:34
1293,,09-26-2023,06:34
4439,,09-26-2023,06:43
1419,,09-26-2023,06:43
4811,,09-26-2023,06:44
4975,,09-26-2023,06:47
1280,,09-26-2023,06:48
4972,,09-26-2023,06:49
4427,,09-26-2023,06:55
4450,,09-26-2023,06:57
1318,,09-26-2023,06:57
4891,,09-26-2023,06:59
3080,,09-26-2023,07:00
4324,,09-26-2023,07:01
4276,,09-26-2023,07:01
4454,,09-26-2023,07:01
4617,,09-26-2023,07:02
4924,,09-26-2023,07:02
4738,,09-26-2023,07:02
4186,,09-26-2023,07:02
4334,,09-26-2023,07:03
5027,,09-26-2023,07:04
4683,,09-26-2023,07:04
1381,,09-26-2023,07:04
4341,,09-26-2023,07:04
4673,,09-26-2023,07:05
4580,,09-26-2023,07:06
4851,,09-26-2023,07:06
4819,,09-26-2023,07:06
4573,,09-26-2023,07:06
4381,,09-26-2023,07:06
1579,,09-26-2023,07:07
4938,,09-26-2023,07:07
4830,,09-26-2023,07:08
4552,,09-26-2023,07:08
4595,,09-26-2023,07:09
4661,,09-26-2023,07:09
4354,,09-26-2023,07:09
1314,,09-26-2023,07:10
1479,,09-26-2023,07:12
4382,,09-26-2023,07:13
4827,,09-26-2023,07:15
1473,,09-26-2023,07:17
4935,,09-26-2023,07:18
4611,,09-26-2023,07:19
4977,,09-26-2023,07:20
4906,,09-26-2023,07:23
1408,,09-26-2023,07:33
4853,,09-26-2023,07:34
4796,,09-26-2023,07:35
4444,,09-26-2023,07:36
4895,,09-26-2023,07:37
4877,,09-26-2023,07:39
4775,,09-26-2023,07:47
4530,,09-26-2023,07:52
4898,,09-26-2023,07:52
1460,,09-26-2023,07:54
4769,,09-26-2023,07:54
4297,,09-26-2023,07:55
4976,,09-26-2023,07:55
4200,,09-26-2023,07:55
4867,,09-26-2023,07:55
6006,,09-26-2023,07:55
5048,,09-26-2023,07:55
1417,,09-26-2023,07:56
4978,,09-26-2023,07:56
1851,,09-26-2023,07:57
3005,,09-26-2023,07:58
4675,,09-26-2023,07:58
4806,,09-26-2023,08:01
5022,,09-26-2023,08:01
4943,,09-26-2023,08:05
4342,,09-26-2023,08:20
1223,,09-26-2023,12:02
4268,,09-26-2023,02:04
1363,,09-26-2023,02:04
1744,,09-26-2023,02:06
4988,,09-26-2023,02:28
4369,,09-26-2023,02:36
4534,,09-26-2023,02:37
4922,,09-26-2023,02:40
1687,,09-26-2023,02:46
4986,,09-26-2023,02:59
4633,,09-26-2023,03:00
4325,,09-26-2023,03:00
4802,,09-26-2023,03:01
4940,,09-26-2023,03:01
4740,,09-26-2023,03:02
4824,,09-26-2023,03:02
4545,,09-26-2023,03:02
4756,,09-26-2023,03:02
5020,,09-26-2023,03:02
1850,,09-26-2023,03:03
4823,,09-26-2023,03:04
1455,,09-26-2023,03:04
4493,,09-26-2023,03:04
1448,,09-26-2023,03:04
1428,,09-26-2023,03:04
1856,,09-26-2023,03:06
4755,,09-26-2023,03:06
1352,,09-26-2023,03:06
4657,,09-26-2023,03:08
1407,,09-26-2023,03:08
4780,,09-26-2023,03:08
4516,,09-26-2023,03:09
4439,,09-26-2023,03:09
4720,,09-26-2023,03:10
4386,,09-26-2023,03:11
5035,,09-26-2023,03:11
1427,,09-26-2023,03:12
4457,,09-26-2023,03:12
4717,,09-26-2023,03:16
4975,,09-26-2023,03:17
4441,,09-26-2023,03:17
4709,,09-26-2023,03:18
4959,,09-26-2023,03:20
4718,,09-26-2023,03:24
4411,,09-26-2023,03:29
4592,,09-26-2023,03:37
4184,,09-26-2023,03:40
1852,,09-26-2023,04:00
4977,,09-26-2023,04:00
1405,,09-26-2023,04:00
4645,,09-26-2023,04:00
4880,,09-26-2023,04:01
4855,,09-26-2023,04:01
1414,,09-26-2023,04:01
4459,,09-26-2023,04:01
1417,,09-26-2023,04:01
4469,,09-26-2023,04:01
4196,,09-26-2023,04:01
4871,,09-26-2023,04:01
4303,,09-26-2023,04:01
4400,,09-26-2023,04:02
4881,,09-26-2023,04:02
1821,,09-26-2023,04:02
4954,,09-26-2023,04:02
4905,,09-26-2023,04:02
1408,,09-26-2023,04:02
4540,,09-26-2023,04:02
4586,,09-26-2023,04:02
4684,,09-26-2023,04:03
3351,,09-26-2023,04:03
4955,,09-26-2023,04:03
4388,,09-26-2023,04:03
4295,,09-26-2023,04:03
4647,,09-26-2023,04:03
4792,,09-26-2023,04:04
4309,,09-26-2023,04:04
4898,,09-26-2023,04:04
4760,,09-26-2023,04:04
1853,,09-26-2023,04:04
3047,,09-26-2023,04:05
4584,,09-26-2023,04:05
4363,,09-26-2023,04:05
4822,,09-26-2023,04:05
4447,,09-26-2023,04:06
4766,,09-26-2023,04:06
1836,,09-26-2023,04:06
4795,,09-26-2023,04:06
1094,,09-26-2023,04:07
4354,,09-26-2023,04:07
4616,,09-26-2023,04:07
4722,,09-26-2023,04:09
4465,,09-26-2023,04:09
4301,,09-26-2023,04:09
4554,,09-26-2023,04:09
1420,,09-26-2023,04:09
1479,,09-26-2023,04:09
4952,,09-26-2023,04:09
4978,,09-26-2023,04:09
4292,,09-26-2023,04:09
4773,,09-26-2023,04:10
4260,,09-26-2023,04:11
7047,,09-26-2023,04:11
4870,,09-26-2023,04:11
1506,,09-26-2023,04:11
4796,,09-26-2023,04:14
4659,,09-26-2023,04:16
4991,,09-26-2023,04:16
4297,,09-26-2023,04:24
4444,,09-26-2023,04:26
4909,,09-26-2023,04:38
4481,,09-26-2023,04:41
3598,,09-26-2023,04:44
7018,,09-26-2023,04:47
4813,,09-26-2023,04:48
6006,,09-26-2023,04:55
1462,,09-26-2023,04:55
4965,,09-26-2023,05:00
4530,,09-26-2023,05:00
4348,,09-26-2023,05:02
4427,,09-26-2023,05:04
1205,,09-26-2023,05:04
4969,,09-26-2023,05:07
4971,,09-26-2023,05:11
1843,,09-26-2023,05:30
1374,,09-26-2023,05:32
1350,,09-26-2023,05:32
1288,,09-26-2023,05:39
1827,,09-26-2023,05:46
4776,,09-26-2023,06:03
1833,,09-26-2023,06:04
1844,,09-26-2023,06:06
1411,,09-26-2023,06:08
1400,,09-26-2023,06:08
1701,,09-26-2023,06:12
1593,,09-26-2023,06:13
4573,,09-26-2023,06:44
4815,,09-26-2023,07:05
4450,,09-26-2023,07:11
1565,,09-26-2023,10:17
4690,,09-26-2023,10:31
4924,,09-26-2023,10:37
1381,,09-26-2023,10:44
4451,,09-26-2023,10:46
1473,,09-26-2023,10:51
4927,,09-26-2023,10:59
4567,,09-26-2023,11:00
4685,,09-26-2023,11:00
4885,,09-26-2023,11:00
4353,,09-26-2023,11:01
4542,,09-26-2023,11:01
4642,,09-26-2023,11:01
1314,,09-26-2023,11:01
4599,,09-26-2023,11:02
4417,,09-26-2023,11:02
4922,,09-26-2023,11:02
4574,,09-26-2023,11:02
4183,,09-26-2023,11:02
4841,,09-26-2023,11:02
4852,,09-26-2023,11:02
4917,,09-26-2023,11:02
5011,,09-26-2023,11:03
4748,,09-26-2023,11:03
4482,,09-26-2023,11:03
4341,,09-26-2023,11:03
4366,,09-26-2023,11:03
1423,,09-26-2023,11:03
4619,,09-26-2023,11:03
5029,,09-26-2023,11:03
4762,,09-26-2023,11:03
5013,,09-26-2023,11:04
1424,,09-26-2023,11:05
4703,,09-26-2023,11:05
4369,,09-26-2023,11:06
1415,,09-26-2023,11:06
4988,,09-26-2023,11:07
4628,,09-26-2023,11:07
4430,,09-26-2023,11:07
4502,,09-26-2023,11:09
4323,,09-26-2023,11:10
4724,,09-26-2023,11:12
1576,,09-26-2023,11:12
3842,,09-26-2023,11:17
1687,,09-26-2023,11:23
4518,,09-26-2023,11:59
4966,,09-27-2023,12:03
5026,,09-27-2023,05:25
1431,,09-27-2023,05:35
1825,,09-27-2023,05:42
1702,,09-27-2023,05:48
1770,,09-27-2023,05:48
4384,,09-27-2023,05:52
1842,,09-27-2023,06:01
1347,,09-27-2023,06:01
1350,,09-27-2023,06:02
1837,,09-27-2023,06:03
1791,,09-27-2023,06:03
1288,,09-27-2023,06:03
1374,,09-27-2023,06:05
1843,,09-27-2023,06:08
1827,,09-27-2023,06:09
1713,,09-27-2023,06:10
4386,,09-27-2023,06:15
4760,,09-27-2023,06:19
4756,,09-27-2023,06:20
1229,,09-27-2023,06:20
4273,,09-27-2023,06:23
4582,,09-27-2023,06:28
5020,,09-27-2023,06:29
1427,,09-27-2023,06:29
1428,,09-27-2023,06:31
3345,,09-27-2023,06:31
4709,,09-27-2023,06:32
4633,,09-27-2023,06:35
4706,,09-27-2023,06:36
4501,,09-27-2023,06:36
4782,,09-27-2023,06:36
4910,,09-27-2023,06:38
3598,,09-27-2023,06:40
4450,,09-27-2023,06:49
1419,,09-27-2023,06:50
4972,,09-27-2023,06:53
4354,,09-27-2023,06:53
4975,,09-27-2023,06:54
4427,,09-27-2023,06:58
1318,,09-27-2023,06:59
4891,,09-27-2023,06:59
1535,,09-27-2023,07:00
4608,,09-27-2023,07:00
4451,,09-27-2023,07:01
4454,,09-27-2023,07:01
4276,,09-27-2023,07:02
4738,,09-27-2023,07:03
4830,,09-27-2023,07:03
4673,,09-27-2023,07:04
4552,,09-27-2023,07:04
4594,,09-27-2023,07:04
4525,,09-27-2023,07:05
4461,,09-27-2023,07:05
4551,,09-27-2023,07:05
1381,,09-27-2023,07:06
4661,,09-27-2023,07:06
4580,,09-27-2023,07:06
4924,,09-27-2023,07:06
4324,,09-27-2023,07:06
4571,,09-27-2023,07:08
1234,,09-27-2023,07:08
3989,,09-27-2023,07:08
5027,,09-27-2023,07:09
4492,,09-27-2023,07:09
4943,,09-27-2023,07:09
1409,,09-27-2023,07:09
1579,,09-27-2023,07:09
1314,,09-27-2023,07:11
4611,,09-27-2023,07:13
1479,,09-27-2023,07:13
4382,,09-27-2023,07:17
5015,,09-27-2023,07:18
4827,,09-27-2023,07:18
4591,,09-27-2023,07:19
3787,,09-27-2023,07:23
4520,,09-27-2023,07:23
1408,,09-27-2023,07:24
1851,,09-27-2023,07:24
4873,,09-27-2023,07:24
